no,name,attributes,type_name,form_name,hp,atk,matk,def,mdef,spd,trait_name,trait_desc,bloodline_skill_names,own_skill_names,skill_stone_names,strong_against,weak_against,resist,resisted,detail_url,image
NO.022,幻灵菇,幽|草,Ⅱ阶,原始形态,89,79,79,83,109,60,毒蘑菇,回合结束时，偷取敌方场上所有精灵1能量。,防反|等价交换|升龙咆哮|集中|反击拳|火焰护盾|灵媒|荆棘爪|雪替身|掩护|虹光冲击|离子震荡|魅惑|冥想|跺地|溃烂触碰|水泡盾|风墙,防御|鬼火|氧输送|种子弹|汲取|嘲弄|抓挠|降灵|报复|幻象|酶浓度调整|藤绞|灵光|叶绿光束|惊吓盒子|抽枝|荆棘爪|火焰护盾|水泡盾|虹光冲击|跺地|雪替身|升龙咆哮|集中|溃烂触碰|掩护|反击拳|风墙|魅惑|灵媒|等价交换|离子震荡|冥想|血气|无畏之心|取念|能量炮|加固|鼓劲|热身运动|吓退|孢子爆散|纤维化|腐蚀酸液|连续毒针|不可接触|坟场搏击|虚化,不可接触|加固|取念|吓退|坟场搏击|孢子爆散|无畏之心|热身运动|穿膛|纤维化|能量炮|腐蚀酸液|虚化|血气|连续毒针|鼓劲,,幽|恶|火|冰|翼,普通|武|水|地|电,,https://wiki.biligame.com/rocom/幻灵菇,https://lokewangguoshijie.com/pokemon/NO.022_幻灵菇.webp
NO.023,幻影灵菇,幽|草,最终形态,原始形态,111,98,98,103,136,75,毒蘑菇,回合结束时，偷取敌方场上所有精灵1能量。,防反|等价交换|升龙咆哮|集中|反击拳|火焰护盾|灵媒|荆棘爪|雪替身|掩护|虹光冲击|离子震荡|魅惑|冥想|跺地|溃烂触碰|水泡盾|风墙,防御|鬼火|氧输送|种子弹|汲取|嘲弄|抓挠|降灵|报复|幻象|酶浓度调整|藤绞|灵光|叶绿光束|惊吓盒子|抽枝|荆棘爪|火焰护盾|水泡盾|虹光冲击|跺地|雪替身|升龙咆哮|集中|溃烂触碰|掩护|反击拳|风墙|魅惑|灵媒|等价交换|离子震荡|冥想|血气|无畏之心|取念|能量炮|加固|鼓劲|热身运动|吓退|孢子爆散|纤维化|腐蚀酸液|连续毒针|不可接触|坟场搏击|虚化,不可接触|加固|取念|吓退|坟场搏击|孢子爆散|无畏之心|热身运动|穿膛|纤维化|能量炮|腐蚀酸液|虚化|血气|连续毒针|鼓劲,,幽|恶|火|冰|翼,普通|武|水|地|电,,https://wiki.biligame.com/rocom/幻影灵菇,https://lokewangguoshijie.com/pokemon/NO.023_幻影灵菇.webp
NO.024,石肤蜥（本来的样子）,地,Ⅰ阶,原始形态,69,54,53,65,45,57,刺肤,每受到1次攻击，对攻击自己的精灵造成50威力物理伤害。,星星撞击|等价交换|升龙咆哮|集中|反击拳|火焰护盾|虚化|蜡质膜|雪替身|掩护|虹光冲击|离子震荡|魅惑|冥想|跺地|溃烂触碰|水泡盾|风墙,防御|泥巴喷射|石肤术|音波弹|钧势|落石|硬化|陨石|石锁|遁地|冲撞|岩土暴击|血气|地陷|刺盾|蜡质膜|火焰护盾|水泡盾|虹光冲击|跺地|雪替身|升龙咆哮|集中|溃烂触碰|掩护|反击拳|风墙|魅惑|虚化|等价交换|离子震荡|冥想|棘刺|防反|无畏之心|复写|后发制人|嗜痛|地刺|不动如山|腐蚀酸液|瘴气喷射|腐化|砂糖弹球|碰爪|捧杀,不动如山|力量增效|后发制人|嗜痛|地刺|复写|捧杀|无畏之心|棘刺|瘴气喷射|砂糖弹球|碰爪|腐化|腐蚀酸液|防反,火|冰|电|毒,草|水|冰|武|机械,普通|火|翼|电|毒,草|武,https://wiki.biligame.com/rocom/石肤蜥（本来的样子）,https://lokewangguoshijie.com/pokemon/NO.024_石肤蜥（本来的样子）.webp
NO.025,石刺蜥（本来的样子）,地,Ⅱ阶,原始形态,92,72,71,87,60,76,刺肤,每受到1次攻击，对攻击自己的精灵造成50威力物理伤害。,星星撞击|等价交换|升龙咆哮|集中|反击拳|火焰护盾|虚化|蜡质膜|雪替身|掩护|虹光冲击|离子震荡|魅惑|冥想|跺地|溃烂触碰|水泡盾|风墙,防御|泥巴喷射|石肤术|音波弹|钧势|落石|硬化|陨石|石锁|遁地|冲撞|岩土暴击|血气|地陷|刺盾|蜡质膜|火焰护盾|水泡盾|虹光冲击|跺地|雪替身|升龙咆哮|集中|溃烂触碰|掩护|反击拳|风墙|魅惑|虚化|等价交换|离子震荡|冥想|棘刺|防反|无畏之心|复写|后发制人|嗜痛|地刺|不动如山|腐蚀酸液|瘴气喷射|腐化|砂糖弹球|碰爪|捧杀,不动如山|力量增效|后发制人|嗜痛|地刺|复写|捧杀|无畏之心|棘刺|瘴气喷射|砂糖弹球|碰爪|腐化|腐蚀酸液|防反,火|冰|电|毒,草|水|冰|武|机械,普通|火|翼|电|毒,草|武,https://wiki.biligame.com/rocom/石刺蜥（本来的样子）,https://lokewangguoshijie.com/pokemon/NO.025_石刺蜥（本来的样子）.webp
NO.026,石冠王蜥（本来的样子）,地,最终形态,原始形态,115,89,89,109,75,95,刺肤,每受到1次攻击，对攻击自己的精灵造成50威力物理伤害。,星星撞击|等价交换|升龙咆哮|集中|反击拳|火焰护盾|虚化|蜡质膜|雪替身|掩护|虹光冲击|离子震荡|魅惑|冥想|跺地|溃烂触碰|水泡盾|风墙,防御|泥巴喷射|石肤术|音波弹|钧势|落石|硬化|陨石|石锁|遁地|冲撞|岩土暴击|血气|地陷|刺盾|蜡质膜|火焰护盾|水泡盾|虹光冲击|跺地|雪替身|升龙咆哮|集中|溃烂触碰|掩护|反击拳|风墙|魅惑|虚化|等价交换|离子震荡|冥想|棘刺|防反|无畏之心|复写|后发制人|嗜痛|地刺|不动如山|腐蚀酸液|瘴气喷射|腐化|砂糖弹球|碰爪|捧杀,不动如山|力量增效|后发制人|嗜痛|地刺|复写|捧杀|无畏之心|棘刺|瘴气喷射|砂糖弹球|碰爪|腐化|腐蚀酸液|防反,火|冰|电|毒,草|水|冰|武|机械,普通|火|翼|电|毒,草|武,https://wiki.biligame.com/rocom/石冠王蜥（本来的样子）,https://lokewangguoshijie.com/pokemon/NO.026_石冠王蜥（本来的样子）.webp
NO.027,布是石,地,Ⅰ阶,原始形态,72,81,29,95,90,42,地脉,初始能量为0，入场前己方精灵每放1次地系技能，回复3能量。,防反|等价交换|升龙咆哮|集中|反击拳|火焰护盾|虚化|蜡质膜|雪替身|掩护|透射|械斗|碰爪|冥想|扬沙|溃烂触碰|水泡盾|羽翼庇护,防御|跺地|力量增效|岩脉崩毁|硬化|石锁|蓄势待发|吨位压制|壁垒|岩土暴击|地震|沙涌|地刺|不动如山|蜡质膜|火焰护盾|水泡盾|透射|扬沙|雪替身|升龙咆哮|集中|溃烂触碰|掩护|反击拳|羽翼庇护|碰爪|虚化|等价交换|械斗|冥想|复写|后发制人|有效预防|嗜痛|吓退|遁地|惊吓盒子|降灵|报复|诡刺|极限撕裂|虚假破产,偷袭|后发制人|吓退|嗜痛|复写|惊吓盒子|报复|有效预防|极限撕裂|虚假破产|诡刺|遁地|降灵,火|冰|电|毒,草|水|冰|武|机械,普通|火|翼|电|毒,草|武,https://wiki.biligame.com/rocom/布是石,https://lokewangguoshijie.com/pokemon/NO.027_布是石.webp
NO.028,布是岩,地,Ⅱ阶,原始形态,96,108,39,127,120,56,地脉,初始能量为0，入场前己方精灵每放1次地系技能，回复3能量。,防反|等价交换|升龙咆哮|集中|反击拳|火焰护盾|虚化|蜡质膜|雪替身|掩护|透射|械斗|碰爪|冥想|扬沙|溃烂触碰|水泡盾|羽翼庇护,防御|跺地|力量增效|岩脉崩毁|硬化|石锁|蓄势待发|吨位压制|壁垒|岩土暴击|地震|沙涌|地刺|不动如山|蜡质膜|火焰护盾|水泡盾|透射|扬沙|雪替身|升龙咆哮|集中|溃烂触碰|掩护|反击拳|羽翼庇护|碰爪|虚化|等价交换|械斗|冥想|复写|后发制人|有效预防|嗜痛|吓退|遁地|惊吓盒子|降灵|报复|诡刺|极限撕裂|虚假破产,偷袭|后发制人|吓退|嗜痛|复写|惊吓盒子|报复|有效预防|极限撕裂|虚假破产|诡刺|遁地|降灵,火|冰|电|毒,草|水|冰|武|机械,普通|火|翼|电|毒,草|武,https://wiki.biligame.com/rocom/布是岩,https://lokewangguoshijie.com/pokemon/NO.028_布是岩.webp
NO.029,布克棱岩,地,最终形态,原始形态,120,135,49,159,150,70,地脉,初始能量为0，入场前己方精灵每放1次地系技能，回复3能量。,防反|等价交换|升龙咆哮|集中|反击拳|火焰护盾|虚化|蜡质膜|雪替身|掩护|透射|械斗|碰爪|冥想|扬沙|溃烂触碰|水泡盾|羽翼庇护,防御|跺地|力量增效|岩脉崩毁|硬化|石锁|蓄势待发|吨位压制|壁垒|岩土暴击|地震|沙涌|地刺|不动如山|蜡质膜|火焰护盾|水泡盾|透射|扬沙|雪替身|升龙咆哮|集中|溃烂触碰|掩护|反击拳|羽翼庇护|碰爪|虚化|等价交换|械斗|冥想|复写|后发制人|有效预防|嗜痛|吓退|遁地|惊吓盒子|降灵|报复|诡刺|极限撕裂|虚假破产,偷袭|后发制人|吓退|嗜痛|复写|惊吓盒子|报复|有效预防|极限撕裂|虚假破产|诡刺|遁地|降灵,火|冰|电|毒,草|水|冰|武|机械,普通|火|翼|电|毒,草|武,https://wiki.biligame.com/rocom/布克棱岩,https://lokewangguoshijie.com/pokemon/NO.029_布克棱岩.webp
NO.030,恶魔叮,恶|翼,Ⅰ阶,原始形态,86,112,44,58,43,84,渴求,入场时获得50%吸血。,星星撞击|诋毁|升龙咆哮|球状闪电|缠丝劲|火焰冲锋|灵媒|花香|冰爪|噬心|透射|械斗|碰爪|星云漩涡|跺地|毒沼|泡沫|风矢,乘风|魔爪|抓挠|防御|贪婪|鹰爪|撕咬|暗箱操作|疾风刺|扇风|趁火打劫|暗突袭|龙卷风|花香|火焰护盾|泡沫|透射|跺地|冰爪|升龙咆哮|球状闪电|毒沼|噬心|缠丝劲|风矢|碰爪|灵媒|诋毁|械斗|星云漩涡|乘胜追击|快速移动|复写|三连破|热身运动|连续毒针|羽化加速|惊吓盒子|降灵|幻象|撕裂|彼岸之手,三连破|乘胜追击|偷袭|复写|幻象|彼岸之手|快速移动|惊吓盒子|撕裂|热身运动|羽化加速|连续毒针|降灵,,光|萌|冰|电,幽|龙|草,,https://wiki.biligame.com/rocom/恶魔叮,https://lokewangguoshijie.com/pokemon/NO.030_恶魔叮.webp
NO.031,叮叮恶魔,恶|翼,最终形态,原始形态,108,140,55,73,54,105,渴求,入场时获得50%吸血。,星星撞击|诋毁|升龙咆哮|球状闪电|缠丝劲|火焰冲锋|灵媒|花香|冰爪|噬心|透射|械斗|碰爪|星云漩涡|跺地|毒沼|泡沫|风矢,乘风|魔爪|抓挠|防御|贪婪|鹰爪|撕咬|暗箱操作|疾风刺|扇风|趁火打劫|暗突袭|龙卷风|花香|火焰护盾|泡沫|透射|跺地|冰爪|升龙咆哮|球状闪电|毒沼|噬心|缠丝劲|风矢|碰爪|灵媒|诋毁|械斗|星云漩涡|乘胜追击|快速移动|复写|三连破|热身运动|连续毒针|羽化加速|惊吓盒子|降灵|幻象|撕裂|彼岸之手,三连破|乘胜追击|偷袭|复写|幻象|彼岸之手|快速移动|惊吓盒子|撕裂|热身运动|羽化加速|连续毒针|降灵,,光|萌|冰|电,幽|龙|草,,https://wiki.biligame.com/rocom/叮叮恶魔,https://lokewangguoshijie.com/pokemon/NO.031_叮叮恶魔.webp
NO.032,毛毛,虫|萌,Ⅰ阶,原始形态,32,28,28,40,40,60,化茧,受到致命伤害时，获得1层萌化，并免疫此次伤害。,休息回复|贪婪|升龙咆哮|麻痹|化劲|引燃|勾魂|徒长|霜降|尾后针|虹光冲击|啮合传递|飞吻|超维投射|泥浆铠甲|毒孢子|蓄水|羽化加速,防御|虫茧|蛰针|噬心|捆缚|虫刺|生日蛋糕|掩护|魅惑|食腐|超级糖果|甜心续航|虫蛊|爆米花爆破|打鼾|徒长|引燃|蓄水|虹光冲击|泥浆铠甲|霜降|升龙咆哮|麻痹|毒孢子|尾后针|化劲|羽化加速|飞吻|勾魂|贪婪|啮合传递|超维投射|咆哮|快速移动|操控|应激反应|棘刺|精神扰乱|退化|取念|晒太阳|嗜痛|摇篮曲|鸣叫|闪击|反弹|破罐破摔,反弹|取念|咆哮|嗜痛|应激反应|快速移动|摇篮曲|操控|晒太阳|棘刺|激怒|破罐破摔|精神扰乱|退化|闪击|鸣叫,,火|翼|毒|恶|机械,草|武|虫,,https://wiki.biligame.com/rocom/毛毛,https://lokewangguoshijie.com/pokemon/NO.032_毛毛.webp
NO.033,爬爬,虫|萌,Ⅱ阶,原始形态,42,37,37,53,53,80,化茧,受到致命伤害时，获得1层萌化，并免疫此次伤害。,休息回复|贪婪|升龙咆哮|麻痹|化劲|引燃|勾魂|徒长|霜降|尾后针|虹光冲击|啮合传递|飞吻|超维投射|泥浆铠甲|毒孢子|蓄水|羽化加速,防御|虫茧|蛰针|噬心|捆缚|虫刺|生日蛋糕|掩护|魅惑|食腐|超级糖果|甜心续航|虫蛊|爆米花爆破|打鼾|徒长|引燃|蓄水|虹光冲击|泥浆铠甲|霜降|升龙咆哮|麻痹|毒孢子|尾后针|化劲|羽化加速|飞吻|勾魂|贪婪|啮合传递|超维投射|咆哮|快速移动|操控|应激反应|棘刺|精神扰乱|退化|取念|晒太阳|嗜痛|摇篮曲|鸣叫|闪击|反弹|破罐破摔,反弹|取念|咆哮|嗜痛|应激反应|快速移动|摇篮曲|操控|晒太阳|棘刺|激怒|破罐破摔|精神扰乱|退化|闪击|鸣叫,,火|翼|毒|恶|机械,草|武|虫,,https://wiki.biligame.com/rocom/爬爬,https://lokewangguoshijie.com/pokemon/NO.033_爬爬.webp
NO.034,化蝶（平常的样子）,虫|萌,最终形态,原始形态,53,46,46,66,66,100,化茧,受到致命伤害时，获得1层萌化，并免疫此次伤害。,休息回复|贪婪|升龙咆哮|麻痹|化劲|引燃|勾魂|徒长|霜降|尾后针|虹光冲击|啮合传递|飞吻|超维投射|泥浆铠甲|毒孢子|蓄水|羽化加速,防御|虫茧|蛰针|噬心|捆缚|虫刺|生日蛋糕|掩护|魅惑|食腐|超级糖果|甜心续航|虫蛊|爆米花爆破|打鼾|徒长|引燃|蓄水|虹光冲击|泥浆铠甲|霜降|升龙咆哮|麻痹|毒孢子|尾后针|化劲|羽化加速|飞吻|勾魂|贪婪|啮合传递|超维投射|咆哮|快速移动|操控|应激反应|棘刺|精神扰乱|退化|取念|晒太阳|嗜痛|摇篮曲|鸣叫|闪击|反弹|破罐破摔,反弹|取念|咆哮|嗜痛|应激反应|快速移动|摇篮曲|操控|晒太阳|棘刺|激怒|破罐破摔|精神扰乱|退化|闪击|鸣叫,,火|翼|毒|恶|机械,草|武|虫,,https://wiki.biligame.com/rocom/化蝶（平常的样子）,https://lokewangguoshijie.com/pokemon/NO.034_化蝶（平常的样子）.webp
NO.035,幽影树,幽|草,最终形态,原始形态,111,96,96,65,123,80,小偷小摸,入场时偷取所有敌方精灵2能量。,星星撞击|贪婪|升龙咆哮|麻痹|化劲|引燃|灵媒|荆棘爪|霜降|假寐|虹光冲击|啮合传递|甜心续航|超维投射|泥浆铠甲|毒孢子|蓄水|羽化加速,防御|诡刺|勾魂|汲取|聚盐|刺藤|根吸收|虚化|坟场搏击|降灵|花香|恶作剧|幽灵爆发|盛开|彗星|荆棘爪|引燃|蓄水|虹光冲击|泥浆铠甲|霜降|升龙咆哮|麻痹|毒孢子|假寐|化劲|羽化加速|甜心续航|灵媒|贪婪|啮合传递|超维投射|魔法增效|休息回复|激怒|操控|应激反应|借用|孢子|芳香诱引|移花接木|酶浓度调整|午夜噪音|极限撕裂|掠夺|暗箱操作|伪造账单,休息回复|伪造账单|借用|午夜噪音|孢子|应激反应|掠夺|操控|暗箱操作|极限撕裂|激怒|移花接木|穿膛|芳香诱引|酶浓度调整|魔法增效,,幽|恶|火|冰|翼,普通|武|水|地|电,,https://wiki.biligame.com/rocom/幽影树,https://lokewangguoshijie.com/pokemon/NO.035_幽影树.webp
NO.036,小鼠獭,普通|水,Ⅰ阶,原始形态,73,57,57,60,60,48,保守派,总技能能耗小于4时，自己获得双防+80%。,星星撞击|等价交换|升龙咆哮|集中|反击拳|火焰护盾|虚化|蜡质膜|雪替身|掩护|虹光冲击|离子震荡|魅惑|冥想|淤泥表皮|溃烂触碰|水弹枪|风墙,激怒|落星|防御|抓挠|洗礼|水弹|咆哮|水泡盾|泡沫|鼓劲|践踏|有效预防|水炮|连续爪击|水环|蜡质膜|火焰护盾|水弹枪|虹光冲击|淤泥表皮|雪替身|升龙咆哮|集中|溃烂触碰|掩护|反击拳|风墙|魅惑|虚化|等价交换|离子震荡|冥想|阻断|魔能爆|吞噬|操控|防反|血气|取念|彗星|嗜痛|吓退|潮涌|潮汐|硬化|泥巴喷射|震击,取念|吓退|吞噬|嗜痛|彗星|操控|泥巴喷射|潮汐|潮涌|硬化|血气|触底强击|防反|阻断|震击|魔能爆,,武|草|电,幽|火|机械,,https://wiki.biligame.com/rocom/小鼠獭,https://lokewangguoshijie.com/pokemon/NO.036_小鼠獭.webp
NO.037,燕尾獭,普通|水,Ⅱ阶,原始形态,97,77,77,81,81,64,保守派,总技能能耗小于4时，自己获得双防+80%。,星星撞击|等价交换|升龙咆哮|集中|反击拳|火焰护盾|虚化|蜡质膜|雪替身|掩护|虹光冲击|离子震荡|魅惑|冥想|淤泥表皮|溃烂触碰|水弹枪|风墙,激怒|落星|防御|抓挠|洗礼|水弹|咆哮|水泡盾|泡沫|鼓劲|践踏|有效预防|水炮|连续爪击|水环|蜡质膜|火焰护盾|水弹枪|虹光冲击|淤泥表皮|雪替身|升龙咆哮|集中|溃烂触碰|掩护|反击拳|风墙|魅惑|虚化|等价交换|离子震荡|冥想|阻断|魔能爆|吞噬|操控|防反|血气|取念|彗星|嗜痛|吓退|潮涌|潮汐|硬化|泥巴喷射|震击,取念|吓退|吞噬|嗜痛|彗星|操控|泥巴喷射|潮汐|潮涌|硬化|血气|触底强击|防反|阻断|震击|魔能爆,,武|草|电,幽|火|机械,,https://wiki.biligame.com/rocom/燕尾獭,https://lokewangguoshijie.com/pokemon/NO.037_燕尾獭.webp
NO.038,卷胡巨獭,普通|水,最终形态,原始形态,121,96,96,101,101,80,保守派,总技能能耗小于4时，自己获得双防+80%。,星星撞击|等价交换|升龙咆哮|集中|反击拳|火焰护盾|虚化|蜡质膜|雪替身|掩护|虹光冲击|离子震荡|魅惑|冥想|淤泥表皮|溃烂触碰|水弹枪|风墙,激怒|落星|防御|抓挠|洗礼|水弹|咆哮|水泡盾|泡沫|鼓劲|践踏|有效预防|水炮|连续爪击|水环|蜡质膜|火焰护盾|水弹枪|虹光冲击|淤泥表皮|雪替身|升龙咆哮|集中|溃烂触碰|掩护|反击拳|风墙|魅惑|虚化|等价交换|离子震荡|冥想|阻断|魔能爆|吞噬|操控|防反|血气|取念|彗星|嗜痛|吓退|潮涌|潮汐|硬化|泥巴喷射|震击,取念|吓退|吞噬|嗜痛|彗星|操控|泥巴喷射|潮汐|潮涌|硬化|血气|触底强击|防反|阻断|震击|魔能爆,,武|草|电,幽|火|机械,,https://wiki.biligame.com/rocom/卷胡巨獭,https://lokewangguoshijie.com/pokemon/NO.038_卷胡巨獭.webp
NO.039,矿晶虫,光|地,Ⅰ阶,原始形态,79,77,81,102,75,52,偏振,受到自己携带技能系别的攻击伤害-40%。,星星撞击|等价交换|升龙咆哮|集中|反击拳|火焰护盾|虚化|蜡质膜|雪替身|尾后针|折线冲击|离子震荡|魅惑|冥想|泥巴喷射|溃烂触碰|水泡盾|风墙,魔法增效|脉冲光线|淤泥表皮|泥浆|漫反射|透射|蓄势待发|壁垒|扬沙|跺地|镜像反射|音波弹|闪光冲击|地刺|蜡质膜|火焰护盾|水泡盾|折线冲击|泥巴喷射|雪替身|升龙咆哮|集中|溃烂触碰|尾后针|反击拳|风墙|魅惑|虚化|等价交换|离子震荡|冥想|锐利眼神|防御|血气|复写|后发制人|耀眼|有效预防|嗜痛|逆袭|潮汐|天光|刺盾|遁地|震击|冰雹|冰墙|寒风吹|��冲光线,偷袭|后发制人|嗜痛|复写|天光|耀眼|血气|逆袭|遁地|锐利眼神|防反|防御|震击,,幽|草|水|冰|武|机械,恶|幻|普通|火|翼|电|毒,,https://wiki.biligame.com/rocom/矿晶虫,https://lokewangguoshijie.com/pokemon/NO.039_矿晶虫.webp
NO.040,晶石蜗（西瓜碧玺的样子）,光|地,最终形态,原始形态,99,96,101,128,94,65,偏振,受到自己携带技能系别的攻击伤害-40%。,防反|等价交换|升龙咆哮|集中|反击拳|火焰护盾|虚化|蜡质膜|雪替身|尾后针|折线冲击|离子震荡|魅惑|冥想|泥巴喷射|溃烂触碰|水泡盾|风墙,魔法增效|脉冲光线|淤泥表皮|泥浆|漫反射|透射|蓄势待发|壁垒|扬沙|跺地|镜像反射|音波弹|闪光冲击|地刺|蜡质膜|火焰护盾|水泡盾|折线冲击|泥巴喷射|雪替身|升龙咆哮|集中|溃烂触碰|尾后针|反击拳|风墙|魅惑|虚化|等价交换|离子震荡|冥想|锐利眼神|防御|血气|复写|后发制人|耀眼|有效预防|嗜痛|逆袭|潮汐|天光|刺盾|遁地|震击|冰雹|冰墙|寒风吹,偷袭|冰墙|冰雹|刺盾|后发制人|嗜痛|复写|天光|寒风吹|有效预防|潮汐|耀眼|血气|逆袭|遁地|锐利眼神|防御|震击,,幽|草|水|冰|武|机械,恶|幻|普通|火|翼|电|毒,,https://wiki.biligame.com/rocom/晶石蜗（西瓜碧玺的样子）,https://lokewangguoshijie.com/pokemon/NO.040_晶石蜗（西瓜碧玺的样子）.webp
