no,name,relation,target_attribute
NO.055,暗影灵面（睁眼的样子）,resist,武
NO.055,暗影灵面（睁眼的样子）,resisted,普通
NO.055,暗影灵面（睁眼的样子）,resisted,恶
NO.056,幽冥眼（睁眼的样子）,strong_against,光
NO.056,幽冥眼（睁眼的样子）,strong_against,幽
NO.056,幽冥眼（睁眼的样子）,strong_against,幻
NO.056,幽冥眼（睁眼的样子）,weak_against,光
NO.056,幽冥眼（睁眼的样子）,weak_against,幽
NO.056,幽冥眼（睁眼的样子）,weak_against,恶
NO.056,幽冥眼（睁眼的样子）,resist,普通
NO.056,幽冥眼（睁眼的样子）,resist,毒
NO.056,幽冥眼（睁眼的样子）,resist,虫
NO.056,幽冥眼（睁眼的样子）,resist,武
NO.056,幽冥眼（睁眼的样子）,resisted,普通
NO.056,幽冥眼（睁眼的样子）,resisted,恶
NO.057,梦游（穿旧睡衣的样子）,strong_against,光
NO.057,梦游（穿旧睡衣的样子）,strong_against,幽
NO.057,梦游（穿旧睡衣的样子）,strong_against,幻
NO.057,梦游（穿旧睡衣的样子）,weak_against,光
NO.057,梦游（穿旧睡衣的样子）,weak_against,幽
NO.057,梦游（穿旧睡衣的样子）,weak_against,恶
NO.057,梦游（穿旧睡衣的样子）,resist,普通
NO.057,梦游（穿旧睡衣的样子）,resist,毒
NO.057,梦游（穿旧睡衣的样子）,resist,虫
NO.057,梦游（穿旧睡衣的样子）,resist,武
NO.057,梦游（穿旧睡衣的样子）,resisted,普通
NO.057,梦游（穿旧睡衣的样子）,resisted,恶
NO.058,梦悠悠（穿旧睡衣的样子）,strong_against,光
NO.058,梦悠悠（穿旧睡衣的样子）,strong_against,幽
NO.058,梦悠悠（穿旧睡衣的样子）,strong_against,幻
NO.058,梦悠悠（穿旧睡衣的样子）,weak_against,光
NO.058,梦悠悠（穿旧睡衣的样子）,weak_against,幽
NO.058,梦悠悠（穿旧睡衣的样子）,weak_against,恶
NO.058,梦悠悠（穿旧睡衣的样子）,resist,普通
NO.058,梦悠悠（穿旧睡衣的样子）,resist,毒
NO.058,梦悠悠（穿旧睡衣的样子）,resist,虫
NO.058,梦悠悠（穿旧睡衣的样子）,resist,武
NO.058,梦悠悠（穿旧睡衣的样子）,resisted,普通
NO.058,梦悠悠（穿旧睡衣的样子）,resisted,恶
NO.059,兽花蕾,weak_against,幽
NO.059,兽花蕾,weak_against,草
NO.059,兽花蕾,weak_against,火
NO.059,兽花蕾,weak_against,冰
NO.059,兽花蕾,weak_against,毒
NO.059,兽花蕾,weak_against,虫
NO.059,兽花蕾,weak_against,翼
NO.059,兽花蕾,resist,恶
NO.059,兽花蕾,resist,幻
NO.059,兽花蕾,resist,水
NO.059,兽花蕾,resist,地
NO.059,兽花蕾,resist,电
NO.059,兽花蕾,resist,光
NO.060,伏地兽,weak_against,武
NO.060,伏地兽,resist,幽
NO.060,伏地兽,resisted,幽
NO.060,伏地兽,resisted,机械
NO.060,伏地兽,resisted,地
NO.061,贪食鼹,weak_against,武
NO.061,贪食鼹,resist,幽
NO.061,贪食鼹,resisted,幽
NO.061,贪食鼹,resisted,机械
NO.061,贪食鼹,resisted,地
NO.062,巨噬针鼹,weak_against,武
NO.062,巨噬针鼹,resist,幽
NO.062,巨噬针鼹,resisted,幽
NO.062,巨噬针鼹,resisted,机械
NO.062,巨噬针鼹,resisted,地
NO.063,蹦蹦种子（海神球形态）,weak_against,火
NO.063,蹦蹦种子（海神球形态）,weak_against,冰
NO.063,蹦蹦种子（海神球形态）,weak_against,翼
NO.063,蹦蹦种子（海神球形态）,weak_against,恶
NO.063,蹦蹦种子（海神球形态）,weak_against,幻
NO.063,蹦蹦种子（海神球形态）,resist,水
NO.063,蹦蹦种子（海神球形态）,resist,电
NO.063,蹦蹦种子（海神球形态）,resist,光
NO.063,蹦蹦种子（海神球形态）,resist,草
NO.063,蹦蹦种子（海神球形态）,resist,武
NO.063,蹦蹦种子（海神球形态）,resist,萌
NO.064,蹦蹦草（海神球形态）,weak_against,火
NO.064,蹦蹦草（海神球形态）,weak_against,冰
NO.064,蹦蹦草（海神球形态）,weak_against,翼
NO.064,蹦蹦草（海神球形态）,weak_against,恶
NO.064,蹦蹦草（海神球形态）,weak_against,幻
NO.064,蹦蹦草（海神球形态）,resist,水
NO.064,蹦蹦草（海神球形态）,resist,电
NO.064,蹦蹦草（海神球形态）,resist,光
NO.064,蹦蹦草（海神球形态）,resist,草
NO.064,蹦蹦草（海神球形态）,resist,武
NO.064,蹦蹦草（海神球形态）,resist,萌
NO.065,蹦蹦花（海神球形态）,weak_against,火
NO.065,蹦蹦花（海神球形态）,weak_against,冰
NO.065,蹦蹦花（海神球形态）,weak_against,翼
NO.065,蹦蹦花（海神球形态）,weak_against,恶
NO.065,蹦蹦花（海神球形态）,weak_against,幻
NO.065,蹦蹦花（海神球形态）,resist,水
NO.065,蹦蹦花（海神球形态）,resist,电
NO.065,蹦蹦花（海神球形态）,resist,光
NO.065,蹦蹦花（海神球形态）,resist,草
NO.065,蹦蹦花（海神球形态）,resist,武
NO.065,蹦蹦花（海神球形态）,resist,萌
NO.066,电咩咩,strong_against,水
NO.066,电咩咩,strong_against,翼
NO.066,电咩咩,weak_against,地
NO.066,电咩咩,resist,电
NO.066,电咩咩,resist,翼
NO.066,电咩咩,resist,机械
NO.066,电咩咩,resisted,草
NO.066,电咩咩,resisted,地
NO.066,电咩咩,resisted,龙
NO.066,电咩咩,resisted,电
NO.067,粉咩咩,strong_against,水
NO.067,粉咩咩,strong_against,翼
NO.067,粉咩咩,weak_against,地
NO.067,粉咩咩,resist,电
NO.067,粉咩咩,resist,翼
NO.067,粉咩咩,resist,机械
NO.067,粉咩咩,resisted,草
NO.067,粉咩咩,resisted,地
NO.067,粉咩咩,resisted,龙
NO.067,粉咩咩,resisted,电
NO.068,电球咩咩,strong_against,水
NO.068,电球咩咩,strong_against,翼
NO.068,电球咩咩,weak_against,地
NO.068,电球咩咩,resist,电
NO.068,电球咩咩,resist,翼
NO.068,电球咩咩,resist,机械
NO.068,电球咩咩,resisted,草
NO.068,电球咩咩,resisted,地
NO.068,电球咩咩,resisted,龙
NO.068,电球咩咩,resisted,电
NO.069,蒲公英,weak_against,火
NO.069,蒲公英,weak_against,冰
NO.069,蒲公英,weak_against,毒
NO.069,蒲公英,weak_against,翼
NO.069,蒲公英,weak_against,恶
NO.069,蒲公英,weak_against,机械
NO.069,蒲公英,resist,水
NO.069,蒲公英,resist,地
NO.069,蒲公英,resist,电
NO.069,蒲公英,resist,光
NO.069,蒲公英,resist,武
NO.070,蒲公英娃娃,weak_against,火
NO.070,蒲公英娃娃,weak_against,冰
NO.070,蒲公英娃娃,weak_against,毒
NO.070,蒲公英娃娃,weak_against,翼
NO.070,蒲公英娃娃,weak_against,恶
NO.070,蒲公英娃娃,weak_against,机械
NO.070,蒲公英娃娃,resist,水
NO.070,蒲公英娃娃,resist,地
NO.070,蒲公英娃娃,resist,电
NO.070,蒲公英娃娃,resist,光
NO.070,蒲公英娃娃,resist,武
NO.071,伊贝儿,strong_against,水
NO.071,伊贝儿,strong_against,地
NO.071,伊贝儿,strong_against,光
NO.071,伊贝儿,weak_against,火
NO.071,伊贝儿,weak_against,冰
NO.071,伊贝儿,weak_against,毒
NO.071,伊贝儿,weak_against,虫
NO.071,伊贝儿,weak_against,翼
NO.071,伊贝儿,resist,水
NO.071,伊贝儿,resist,地
NO.071,伊贝儿,resist,电
NO.071,伊贝儿,resist,光
NO.071,伊贝儿,resisted,火
NO.071,伊贝儿,resisted,龙
NO.071,伊贝儿,resisted,毒
NO.071,伊贝儿,resisted,虫
NO.071,伊贝儿,resisted,翼
NO.071,伊贝儿,resisted,机械
NO.072,伊贝粉粉,strong_against,水
NO.072,伊贝粉粉,strong_against,地
NO.072,伊贝粉粉,strong_against,光
NO.072,伊贝粉粉,weak_against,火
NO.072,伊贝粉粉,weak_against,冰
NO.072,伊贝粉粉,weak_against,毒
NO.072,伊贝粉粉,weak_against,虫
NO.072,伊贝粉粉,weak_against,翼
NO.072,伊贝粉粉,resist,水
NO.072,伊贝粉粉,resist,地
NO.072,伊贝粉粉,resist,电
NO.072,伊贝粉粉,resist,光
NO.072,伊贝粉粉,resisted,火
NO.072,伊贝粉粉,resisted,龙
NO.072,伊贝粉粉,resisted,毒
NO.072,伊贝粉粉,resisted,虫
NO.072,伊贝粉粉,resisted,翼
NO.072,伊贝粉粉,resisted,机械
NO.073,白发懒人,weak_against,武
NO.073,白发懒人,resist,幽
NO.073,白发懒人,resisted,幽
NO.073,白发懒人,resisted,机械
NO.073,白发懒人,resisted,地
NO.074,动力猿,weak_against,武
NO.074,动力猿,weak_against,翼
NO.074,动力猿,weak_against,萌
NO.074,动力猿,weak_against,幻
NO.074,动力猿,resist,幽
NO.074,动力猿,resist,地
NO.074,动力猿,resist,虫
NO.074,动力猿,resist,恶
NO.075,瞌睡王,weak_against,武
NO.075,瞌睡王,weak_against,翼
NO.075,瞌睡王,weak_against,萌
NO.075,瞌睡王,weak_against,幻
NO.075,瞌睡王,resist,幽
NO.075,瞌睡王,resist,地
NO.075,瞌睡王,resist,虫
NO.076,海盔虫（本来的样子）,weak_against,电
NO.076,海盔虫（本来的样子）,weak_against,地
NO.076,海盔虫（本来的样子）,weak_against,恶
NO.076,海盔虫（本来的样子）,weak_against,幻
NO.076,海盔虫（本来的样子）,resist,火
NO.076,海盔虫（本来的样子）,resist,机械
NO.076,海盔虫（本来的样子）,resist,毒
NO.076,海盔虫（本来的样子）,resist,虫
NO.076,海盔虫（本来的样子）,resist,武
NO.076,海盔虫（本来的样子）,resist,萌
NO.077,刺盔虫（本来的样子）,weak_against,电
NO.077,刺盔虫（本来的样子）,weak_against,地
NO.077,刺盔虫（本来的样子）,weak_against,恶
NO.077,刺盔虫（本来的样子）,weak_against,幻
NO.077,刺盔虫（本来的样子）,resist,火
NO.077,刺盔虫（本来的样子）,resist,机械
NO.077,刺盔虫（本来的样子）,resist,毒
NO.077,刺盔虫（本来的样子）,resist,虫
NO.077,刺盔虫（本来的样子）,resist,武
NO.077,刺盔虫（本来的样子）,resist,萌
NO.078,千棘盔（本来的样子）,weak_against,电
NO.078,千棘盔（本来的样子）,weak_against,地
NO.078,千棘盔（本来的样子）,weak_against,恶
NO.078,千棘盔（本来的样子）,weak_against,幻
NO.078,千棘盔（本来的样子）,resist,火
NO.078,千棘盔（本来的样子）,resist,机械
NO.078,千棘盔（本来的样子）,resist,毒
NO.078,千棘盔（本来的样子）,resist,虫
NO.078,千棘盔（本来的样子）,resist,武
NO.078,千棘盔（本来的样子）,resist,萌
NO.079,菊花梨,strong_against,龙
NO.079,菊花梨,strong_against,武
NO.079,菊花梨,strong_against,恶
NO.079,菊花梨,weak_against,毒
NO.079,菊花梨,weak_against,恶
NO.079,菊花梨,weak_against,机械
NO.079,菊花梨,resist,武
NO.079,菊花梨,resist,虫
NO.079,菊花梨,resisted,火
NO.079,菊花梨,resisted,毒
NO.079,菊花梨,resisted,机械
NO.080,小星光（星光能量的样子）,strong_against,水
NO.080,小星光（星光能量的样子）,strong_against,翼
NO.080,小星光（星光能量的样子）,weak_against,地
NO.080,小星光（星光能量的样子）,resist,电
NO.080,小星光（星光能量的样子）,resist,翼
NO.080,小星光（星光能量的样子）,resist,机械
NO.080,小星光（星光能量的样子）,resisted,草
NO.080,小星光（星光能量的样子）,resisted,地
NO.080,小星光（星光能量的样子）,resisted,龙
NO.080,小星光（星光能量的样子）,resisted,电
NO.081,星光狮（星光能量的样子）,strong_against,水
NO.081,星光狮（星光能量的样子）,strong_against,翼
NO.081,星光狮（星光能量的样子）,weak_against,地
NO.081,星光狮（星光能量的样子）,resist,电
NO.081,星光狮（星光能量的样子）,resist,翼
NO.081,星光狮（星光能量的样子）,resist,机械
NO.081,星光狮（星光能量的样子）,resisted,草
NO.081,星光狮（星光能量的样子）,resisted,地
NO.081,星光狮（星光能量的样子）,resisted,龙
NO.081,星光狮（星光能量的样子）,resisted,电
NO.082,一窝蜂,weak_against,火
NO.082,一窝蜂,weak_against,翼
NO.082,一窝蜂,weak_against,冰
NO.082,一窝蜂,weak_against,电
NO.082,一窝蜂,resist,草
NO.082,一窝蜂,resist,武
NO.082,一窝蜂,resist,虫
NO.083,黄蜂后,weak_against,火
NO.083,黄蜂后,weak_against,翼
NO.083,黄蜂后,weak_against,冰
NO.083,黄蜂后,weak_against,电
NO.083,黄蜂后,resist,草
NO.083,黄蜂后,resist,武
NO.083,黄蜂后,resist,虫
NO.084,花魁蜂后,weak_against,火
NO.084,花魁蜂后,weak_against,翼
NO.084,花魁蜂后,weak_against,冰
NO.084,花魁蜂后,weak_against,电
NO.084,花魁蜂后,resist,草
NO.084,花魁蜂后,resist,武
NO.084,花魁蜂后,resist,虫
NO.085,小夜,strong_against,毒
NO.085,小夜,strong_against,萌
NO.085,小夜,strong_against,幽
NO.085,小夜,weak_against,光
NO.085,小夜,weak_against,虫
NO.085,小夜,weak_against,武
NO.085,小夜,weak_against,萌
NO.085,小夜,resist,幽
NO.085,小夜,resist,龙
NO.085,小夜,resisted,光
NO.085,小夜,resisted,武
NO.085,小夜,resisted,恶
NO.086,紫夜,strong_against,毒
NO.086,紫夜,strong_against,萌
NO.086,紫夜,strong_against,幽
NO.086,紫夜,weak_against,光
NO.086,紫夜,weak_against,虫
NO.086,紫夜,weak_against,武
NO.086,紫夜,weak_against,萌
NO.086,紫夜,resist,幽
NO.086,紫夜,resist,龙
NO.086,紫夜,resisted,光
NO.086,紫夜,resisted,武
NO.086,紫夜,resisted,恶
NO.087,朔夜伊芙,strong_against,毒
NO.087,朔夜伊芙,strong_against,萌
NO.087,朔夜伊芙,strong_against,幽
NO.087,朔夜伊芙,weak_against,光
NO.087,朔夜伊芙,weak_against,虫
NO.087,朔夜伊芙,weak_against,武
NO.087,朔夜伊芙,weak_against,萌
NO.087,朔夜伊芙,resist,幽
NO.087,朔夜伊芙,resist,龙
NO.087,朔夜伊芙,resisted,光
NO.087,朔夜伊芙,resisted,武
NO.087,朔夜伊芙,resisted,恶
NO.088,乖乖鹄,weak_against,冰
NO.088,乖乖鹄,weak_against,电
NO.088,乖乖鹄,resist,虫
NO.088,乖乖鹄,resist,武
NO.088,乖乖鹄,resist,火
NO.088,乖乖鹄,resist,机械
NO.089,蓝珠天鹅,weak_against,冰
NO.089,蓝珠天鹅,weak_against,电
NO.089,蓝珠天鹅,resist,虫
NO.089,蓝珠天鹅,resist,武
NO.089,蓝珠天鹅,resist,火
NO.089,蓝珠天鹅,resist,机械
NO.090,翠顶夫人,weak_against,冰
NO.090,翠顶夫人,weak_against,电
NO.090,翠顶夫人,resist,虫
NO.090,翠顶夫人,resist,武
NO.090,翠顶夫人,resist,火
NO.090,翠顶夫人,resist,机械
NO.091,黑羽夫人,weak_against,冰
NO.091,黑羽夫人,weak_against,电
NO.091,黑羽夫人,weak_against,光
NO.091,黑羽夫人,weak_against,萌
NO.091,黑羽夫人,resist,草
NO.091,黑羽夫人,resist,幽
NO.091,黑羽夫人,resist,龙
NO.092,锤头鹳,weak_against,冰
NO.092,锤头鹳,weak_against,电
NO.092,锤头鹳,resist,虫
NO.092,锤头鹳,resist,武
NO.092,锤头鹳,resist,火
NO.092,锤头鹳,resist,机械
NO.093,绿草精灵,weak_against,火
NO.093,绿草精灵,weak_against,冰
NO.093,绿草精灵,weak_against,毒
NO.093,绿草精灵,weak_against,虫
NO.093,绿草精灵,weak_against,翼
NO.093,绿草精灵,weak_against,幽
NO.093,绿草精灵,resist,水
NO.093,绿草精灵,resist,地
NO.093,绿草精灵,resist,电
NO.093,绿草精灵,resist,光
NO.093,绿草精灵,resist,武
NO.093,绿草精灵,resist,幻
NO.094,魔草巫灵,weak_against,火
NO.094,魔草巫灵,weak_against,冰
NO.094,魔草巫灵,weak_against,毒
NO.094,魔草巫灵,weak_against,虫
NO.094,魔草巫灵,weak_against,翼
NO.094,魔草巫灵,weak_against,幽
NO.094,魔草巫灵,resist,水
NO.094,魔草巫灵,resist,地
NO.094,魔草巫灵,resist,电
NO.094,魔草巫灵,resist,光
NO.094,魔草巫灵,resist,武
NO.094,魔草巫灵,resist,幻
NO.095,记忆石,strong_against,火
NO.095,记忆石,strong_against,冰
NO.095,记忆石,strong_against,电
NO.095,记忆石,strong_against,毒
NO.095,记忆石,weak_against,草
NO.095,记忆石,weak_against,水
NO.095,记忆石,weak_against,冰
NO.095,记忆石,weak_against,武
NO.095,记忆石,weak_against,机械
NO.095,记忆石,resist,普通
NO.095,记忆石,resist,火
NO.095,记忆石,resist,翼
NO.095,记忆石,resist,电
NO.095,记忆石,resist,毒
NO.095,记忆石,resisted,草
NO.095,记忆石,resisted,武
NO.096,咔咔羽毛,weak_against,冰
NO.096,咔咔羽毛,weak_against,电
NO.096,咔咔羽毛,resist,草
NO.096,咔咔羽毛,resist,虫
NO.096,咔咔羽毛,resist,幽
NO.097,咔咔雀,weak_against,冰
NO.097,咔咔雀,weak_against,电
NO.097,咔咔雀,resist,草
NO.097,咔咔雀,resist,虫
NO.097,咔咔雀,resist,幽
NO.098,咔咔鸟,weak_against,冰
NO.098,咔咔鸟,weak_against,电
NO.098,咔咔鸟,resist,草
NO.098,咔咔鸟,resist,虫
NO.098,咔咔鸟,resist,幽
NO.099,小草虫,weak_against,火
NO.099,小草虫,weak_against,翼
NO.099,小草虫,weak_against,冰
NO.099,小草虫,weak_against,毒
NO.099,小草虫,weak_against,虫
NO.099,小草虫,resist,草
NO.099,小草虫,resist,武
NO.099,小草虫,resist,水
NO.099,小草虫,resist,地
NO.099,小草虫,resist,电
NO.099,小草虫,resist,光
NO.100,草衣虫,weak_against,火
NO.100,草衣虫,weak_against,翼
NO.100,草衣虫,weak_against,冰
NO.100,草衣虫,weak_against,毒
NO.100,草衣虫,weak_against,虫
NO.100,草衣虫,resist,草
NO.100,草衣虫,resist,武
NO.100,草衣虫,resist,水
NO.100,草衣虫,resist,地
NO.100,草衣虫,resist,电
NO.100,草衣虫,resist,光
NO.101,花衣蝶,weak_against,火
NO.101,花衣蝶,weak_against,翼
NO.101,花衣蝶,weak_against,冰
NO.101,花衣蝶,weak_against,毒
NO.101,花衣蝶,weak_against,虫
NO.101,花衣蝶,resist,草
NO.101,花衣蝶,resist,武
NO.101,花衣蝶,resist,水
NO.101,花衣蝶,resist,地
NO.101,花衣蝶,resist,电
NO.101,花衣蝶,resist,光
NO.102,绿翼鸟,weak_against,毒
NO.102,绿翼鸟,weak_against,恶
NO.102,绿翼鸟,weak_against,机械
NO.102,绿翼鸟,weak_against,冰
NO.102,绿翼鸟,weak_against,电
NO.102,绿翼鸟,resist,武
NO.102,绿翼鸟,resist,虫
NO.102,绿翼鸟,resist,草
NO.103,魔翼鸟,weak_against,毒
NO.103,魔翼鸟,weak_against,恶
NO.103,魔翼鸟,weak_against,机械
NO.103,魔翼鸟,weak_against,冰
NO.103,魔翼鸟,weak_against,电
NO.103,魔翼鸟,resist,武
NO.103,魔翼鸟,resist,虫
NO.103,魔翼鸟,resist,草
NO.104,魔眷鸟,weak_against,毒
NO.104,魔眷鸟,weak_against,恶
NO.104,魔眷鸟,weak_against,机械
NO.104,魔眷鸟,weak_against,冰
NO.104,魔眷鸟,weak_against,电
NO.104,魔眷鸟,resist,武
NO.104,魔眷鸟,resist,虫
NO.104,魔眷鸟,resist,草
NO.105,阿米亚特,strong_against,火
NO.105,阿米亚特,strong_against,冰
NO.105,阿米亚特,strong_against,电
NO.105,阿米亚特,strong_against,毒
NO.105,阿米亚特,weak_against,草
NO.105,阿米亚特,weak_against,水
NO.105,阿米亚特,weak_against,冰
NO.105,阿米亚特,weak_against,武
NO.105,阿米亚特,weak_against,机械
NO.105,阿米亚特,resist,普通
NO.105,阿米亚特,resist,火
NO.105,阿米亚特,resist,翼
NO.105,阿米亚特,resist,电
NO.105,阿米亚特,resist,毒
NO.105,阿米亚特,resisted,草
NO.105,阿米亚特,resisted,武
NO.106,阿米樱,strong_against,火
NO.106,阿米樱,strong_against,冰
